!
!Date: 12/21/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Allele	Assay	Annotation	Action	Phenotype	SGA score	P-value	Source	Reference	Note
BEM1	YBR200W	SPA2	YLL021W	bem1-Δ, spa2-Δ	Negative Genetic	high-throughput	Bait		-0.445	2.269E-67	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SPC24	YMR117C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SPE3	YPR069C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SPF1	YEL031W		Negative Genetic	high-throughput	Hit				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	SPR3	YGR059W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SRL1	YOR247W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SRL1	YOR247W	bem1-Δ, srl1-Δ	Negative Genetic	high-throughput	Bait		-0.2403	2.75E-46	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SRO7	YPR032W		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	SSD1	YDR293C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SSD1	YDR293C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SSK1	YLR006C		Negative Genetic	high-throughput	Hit				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	SSK1	YLR006C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SSK1	YLR006C	bem1-Δ, ssk1-Δ	Negative Genetic	high-throughput	Bait		-0.1363	3.79E-28	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	STE50	YCL032W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SUM1	YDR310C	bem1-Δ, sum1-Δ	Negative Genetic	high-throughput	Bait		-0.1604	2.205E-10	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SUR7	YML052W		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	SVL3	YPL032C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SVL3	YPL032C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SVL3	YPL032C	bem1-Δ, svl3-Δ	Negative Genetic	high-throughput	Bait		-0.2398	0.000007433	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SVS1	YPL163C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWE1	YJL187C		Negative Genetic	high-throughput	Hit				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	SWE1	YJL187C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWE1	YJL187C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWE1	YJL187C		Negative Genetic	high-throughput	Bait				BioGRID	Sharifpoor S, et al. (2012) PMID:22282571	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)
BEM1	YBR200W	SWF1	YDR126W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWF1	YDR126W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWF1	YDR126W	bem1-Δ, swf1-Δ	Negative Genetic	high-throughput	Bait		-0.3529	1.309E-21	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SWI4	YER111C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWI4	YER111C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWI6	YLR182W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWI6	YLR182W	bem1-Δ, swi6-Δ	Negative Genetic	high-throughput	Bait		-0.1605	4.667E-9	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	SYT1	YPR095C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TAF1	YGR274C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TAF8	YML114C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TAP42	YMR028W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TCO89	YPL180W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	TGS1	YPL157W	bem1-Δ, tgs1-Δ	Negative Genetic	high-throughput	Bait		-0.1299	1.743E-29	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	TIF1	YKR059W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TIF1	YKR059W	bem1-Δ, tif1-Δ	Negative Genetic	high-throughput	Bait		-0.2016	0.0005598	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	TLG2	YOL018C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	TOS4	YLR183C		Negative Genetic	high-throughput	Hit				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	TOS4	YLR183C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	TPK1	YJL164C		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	TPM1	YNL079C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TPM1	YNL079C	bem1-Δ, tpm1-supp1	Negative Genetic	high-throughput	Bait		-0.3177	4.532E-29	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	TPO4	YOR273C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TPO4	YOR273C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	TPS2	YDR074W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	TWF1	YGR080W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	UBA4	YHR111W		Negative Genetic	high-throughput	Hit				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	UBC6	YER100W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBP1	YDL122W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBP1	YDL122W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBP14	YBR058C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBP14	YBR058C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBP8	YMR223W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBR2	YLR024C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	UBR2	YLR024C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	URM1	YIL008W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	URM1	YIL008W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VAM10	YOR068C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VAM10	YOR068C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VID22	YLR373C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VID22	YLR373C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VID22	YLR373C	bem1-Δ, vid22-Δ	Negative Genetic	high-throughput	Bait		-0.3896	8.709E-16	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	VIP1	YLR410W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	VMA1	YDL185W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	VMA11	YPL234C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	VPH1	YOR270C	bem1-Δ, vph1-supp1	Negative Genetic	high-throughput	Bait		-0.1577	0.002881	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	VPS1	YKR001C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	VPS17	YOR132W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
